# Omega_m, sigma_8, w, Omega_b, little_h, n_s
0.213863708670169406, 1.156721891688327286, -0.717199462898815199, 0.044659450139847567, 0.707721124734496998, 0.972420908958533503
0.305469613969840070, 0.728812330249659968, -1.161568270078878751, 0.049944409546700756, 0.669802048216956769, 0.972676713664714088
0.245095331784892789, 0.875619660718312320, -1.053765141114966220, 0.044998027011802708, 0.704823362146425825, 0.972946025505983525
0.326154504406825696, 0.529544378362324153, -0.522777898232231308, 0.041341226820190390, 0.732442775362777021, 0.973230901887068178
0.286517120423238403, 0.694307697133675128, -0.844188631952582313, 0.041085563917071473, 0.739882764354472089, 0.973533912497953624
0.409019891415553505, 0.778653338223630365, -1.290237731986438874, 0.044556151161030060, 0.713277611563804648, 0.973858328549296215
0.184815300060831633, 0.901036894304033331, -1.373952311556343231, 0.049686139155668073, 0.671957224637222961, 0.974208409339718640
0.295919084461150783, 0.948238970298440842, -0.899125504991710178, 0.039579147099530199, 0.750972651308759787, 0.974589853691149921
0.256716849222769550, 0.886167363531879415, -0.635539891819040026, 0.048969721543026576, 0.675680920835703080, 0.975010546057700433
0.338186008218115397, 0.552291985805111629, -1.106268836666814082, 0.039011326606948803, 0.761499551108822614, 0.975481865467489606
0.277028307776475635, 0.913980470060658190, -1.221746007711836279, 0.047266772332499186, 0.685525276932345773, 0.976021164213210390
0.371916284472935121, 0.582949086789994020, -0.784626766584624602, 0.047503354703887744, 0.687852624550015390, 0.976656964738049749
0.231473068576439789, 0.586237306550527748, -1.002570065840342917, 0.043580573600399734, 0.717693565642628539, 0.977441538907966812
0.315431761430251478, 0.744513670346861445, -1.788894721463841542, 0.051711040486660240, 0.656478470463139674, 0.978488931219183344
0.264013660084771007, 0.942301922486592725, -1.744214495516978491, 0.047402790044879385, 0.683676496497720776, 0.980148455999411472
