# Omega_m, sigma_8, w0, wa, Omega_b, little_h, n_s, m_nu
0.144105928467287425, 1.409007152869274915, -1.201547726006322314, 0.352594219892083061, 0.036596307910470242, 0.751775444190975861, 0.940365906209727487, 0.129797875340510627
0.223470221598771945, 0.696223724161102564, -0.737538177917636761, -0.440783203837064930, 0.035850005943831899, 0.764083136498668103, 0.945629064104464345, 0.060504038501794651
0.286996266699567293, 0.690679675533147575, -0.923518333236674316, -2.008291584479656944, 0.035132258423574848, 0.776390828806360567, 0.950892221999201204, 0.065348676875312844
0.349963847021263930, 0.682093421019991708, -0.547255252174092988, -2.161727112054653066, 0.034441503074309252, 0.788698521114052808, 0.956155379893938062, 0.070581231849959569
0.426537235469712839, 0.665190287047326856, -1.037081111831797298, 1.430862233461646982, 0.052586863654524252, 0.641952958983875277, 0.961418537788674921, 0.076232764420968963
0.162700090265377656, 1.154052283034931792, -0.646685925680692386, -2.626634324735817039, 0.051204149770857070, 0.654260651291567519, 0.966681695683411668, 0.082336822678538715
0.236774021963399028, 1.026563472674821176, -0.827457128482067650, -0.481005858598711866, 0.049886759467241554, 0.666568343599259983, 0.971944853578148527, 0.088929640952812750
0.299283958923410809, 0.990430532616184967, -0.424932188422677881, -0.563635924786585640, 0.048630378263085201, 0.678876035906952224, 0.977208011472885385, 0.096050354904665972
0.363527206259916746, 0.461156502575082783, -1.108375829983276217, -1.850135881492538381, 0.047431052266408778, 0.691183728214644466, 0.982471169367622243, 0.103741233839092520
0.446315710271304122, 0.503966959493844846, -0.692647055919511478, -1.790801020995221648, 0.046285152051717605, 0.703491420522336708, 0.987734327262359102, 0.112047931620234575
0.179517394126600005, 0.886974365828574807, -0.874192380564562055, 0.335987164165455932, 0.045189340728760463, 0.715799112830029172, 0.992997485157095960, 0.121019757677508957
0.311634375483510528, 0.787170217853436327, -0.976990027667397509, -0.088520872439286372, 0.043135933303005879, 0.740414497445413655, 1.003523800946569677, 0.060929202571684229
0.377721144819980759, 0.765975638378929125, -0.598661888603275738, -0.330711851670406176, 0.042172886937656411, 0.752722189753106119, 1.008786958841306536, 0.065807884394516444
0.469270116719997743, 0.738125003220751030, -0.782203400197159060, -1.846456204310960691, 0.041248986662189208, 0.765029882060798361, 1.014050116736043172, 0.071077208722482854
0.195047809914569104, 0.654554938928937013, -0.343516256053670421, -2.515195188865871678, 0.033435319776526272, 0.777337574368490603, 1.019313274630780031, 0.076768454817556134
0.324133478911425077, 0.668770943954417496, -0.773808798605389536, -2.969718883322141068, 0.050076289500730675, 0.642899704546005535, 0.930116598730503119, 0.089554552760645167
0.392748891372115438, 0.659187425705267005, -0.966552817090054583, -0.415372724512182434, 0.048788147457935867, 0.655207396853697777, 0.935379756625239978, 0.096725304227336301
0.497429806066062741, 0.629268991145482737, -0.589328695697552751, -0.772802615084696498, 0.047560084879154342, 0.667515089161390018, 0.940642914519976836, 0.104470227246583641
0.104317980013287875, 1.472021010336284297, -1.093809372947696090, -0.799502222048891209, 0.046388167915543760, 0.679822781469082482, 0.945906072414713694, 0.112835296493886073
0.198622504324126148, 1.147007301567247728, -0.684137932248404468, -1.266825393770319330, 0.045268789392901181, 0.692130473776774724, 0.951169230309450553, 0.121870167897806789
0.265269323757163555, 0.580186631218726823, -0.865269944260497414, 1.114627987915358220, 0.044198636251637724, 0.704438166084466966, 0.956432388204187300, 0.131628473402774143
0.396508318287099093, 0.612348004725386530, -1.181441153025309942, 1.403157708234274548, 0.042194054929607094, 0.729053550699851671, 0.966958703993661017, 0.066270318781589066
0.277648532382898050, 0.911315057160816067, -0.537095679495620870, -2.588032938482164536, 0.039487513730862352, 0.765976627622928508, 0.982748177677871593, 0.083498056078183003
0.339979924831218361, 0.886578765964106785, -1.025143935208449042, 0.906342099828836067, 0.038656359286777471, 0.778284319930620860, 0.988011335572608340, 0.090183855846384262
0.148765861489426110, 0.919522639878443071, -0.818888109043193535, -0.892852776178577723, 0.057676940822557095, 0.643846450108135571, 0.998537651362082057, 0.105204343317151880
0.226707172480045960, 0.819800356444141842, -0.411198575745346850, -1.318118921365350138, 0.056107341288176286, 0.656154142415827923, 1.003800809256818916, 0.113628194209021482
0.289944043626716441, 0.783589012193933732, -1.239264253199216625, 0.098138341250687766, 0.045246381938819212, 0.668461834723520276, 1.009063967151555774, 0.122726553981522907
0.353170516225025377, 0.761665034019251230, -0.751482427240448447, -0.775408215910005527, 0.044158233747921605, 0.680769527031212518, 1.014327125046292633, 0.132553431452700321
0.431059897180179785, 0.738769922553009883, -0.939691265779045160, 1.874733238399338031, 0.043118156070996255, 0.693077219338904871, 1.019590282941029491, 0.061788514635694368
0.239901758819934030, 0.644453880478964347, -1.057841913766647046, -0.099459161367146220, 0.041170447159086111, 0.717692603954289465, 0.930393607040752468, 0.072079642700829089
0.302239178273740139, 0.655180638543951144, -0.661219250578080509, -0.566128164624152386, 0.040257506874611389, 0.730000296261981707, 0.935656764935489327, 0.077851155010169537
0.366869511503347345, 0.652154924409326875, -0.841856461578889048, -2.067587169803347003, 0.039381975908286355, 0.742307988569674060, 0.940919922830226074, 0.084084799942380023
0.451481515162054259, 0.634472871532717808, -0.446671466398122941, -2.428518414915791013, 0.038541680384555778, 0.754615680877366413, 0.946183080724962933, 0.090817581067698980
0.252719052081162021, 0.974698456966805904, -0.706749072893060548, -2.131715053579835040, 0.036958891941891614, 0.779231065492751007, 0.956709396514436650, 0.105943618047936228
0.314617239142514160, 0.943519790053294449, -0.889267080448621683, -0.010627428172987230, 0.036212801291931308, 0.791538757800443360, 0.961972554409173508, 0.114426663645118387
0.381242802656572344, 0.523301492735829155, -0.508965602091905112, 0.430164163350776008, 0.055165700091772053, 0.644793195670265828, 0.967235712303910367, 0.123588957921265855
0.475441476515635786, 0.530145514232496451, -0.994901392350674207, -1.871269281101019644, 0.053690698786506452, 0.657100887977958070, 0.972498870198647225, 0.133484889216343439
0.109491799154547237, 1.207667841349236548, -0.613961669667518972, -1.955007209561346215, 0.052285880626357549, 0.669408580285650423, 0.977762028093383972, 0.062222704765898064
0.201562190112189871, 0.959312143011277652, -0.796242616322321850, 0.219220856873520997, 0.050946596354841833, 0.681716272593342776, 0.983025185988120831, 0.067204959019951258
0.329703849601895138, 0.862182924991290456, -1.274700582157086703, 1.437455157445332921, 0.048447937925804381, 0.706331657208727370, 0.993551501777594548, 0.078398217896041969
0.399693005493347964, 0.847571396201271199, -0.762638523566465554, 0.745710833052804833, 0.039176638262803293, 0.718639349516419612, 0.998814659672331406, 0.084675666876961500
0.132642365605666362, 0.906354268790889650, -0.952957243443576352, -0.866776448677277100, 0.038330843861877260, 0.730947041824111965, 1.004077817567068154, 0.091455759499096179
0.215791861485466391, 0.798100621981111535, -0.576683831711616190, -1.267801739583567677, 0.037519123293448496, 0.743254734131804318, 1.009340975461805012, 0.098778743103495242
0.416437362746216511, 0.722359898733560879, -0.853499354888467399, -1.291715781401235663, 0.035269545253051898, 0.780177811054881265, 0.920158878946278014, 0.124457422004727952
0.152547451470038897, 1.280869262768152606, -0.463174661769247820, -1.755941460828190914, 0.034575930056958713, 0.792485503362573507, 0.925422036841014872, 0.134422892367427271
0.229382232250194051, 1.133471516751532571, -1.156855398049086325, -1.099171629380377047, 0.052668927932003715, 0.645739941232395975, 0.930685194735751731, 0.062659945965872238
0.292400459577025207, 0.517288160252188267, -0.717973997500351180, -1.466122695123552644, 0.051287721482726360, 0.658047633540088217, 0.935948352630488589, 0.067677210701016094
0.355864910413760560, 0.565922248328500577, -0.901533883427328653, 0.720710119157036200, 0.049971511285697434, 0.670355325847780570, 0.941211510525225448, 0.073096214458345340
0.170284795032028868, 0.991850787378950605, -1.009755309947544699, 0.266038817653016568, 0.047517339985661239, 0.694970710463165164, 0.951737826314699054, 0.085270685854892295
0.242491611079725056, 0.893635947596837288, -0.625996866643045657, 0.174445447538787768, 0.046371862405052221, 0.707278402770857517, 0.957000984209435912, 0.092098422433444349
0.455937409034333274, 0.430282665309086487, -1.208628461622770711, 1.755849751106091317, 0.043222850711541368, 0.744201479693934353, 0.972790457893646376, 0.116040474566063784
0.186487111679292772, 0.796157321239315818, -0.740327991638029315, -2.713824343772209602, 0.042259590807647948, 0.756509172001626706, 0.978053615788383235, 0.125331988816758666
0.255247232341110686, 0.755011404660436591, -0.926719204917550998, -0.386961082940275758, 0.034254307376470602, 0.768816864309319059, 0.983316773683120093, 0.135367486900626416
0.317110366940283162, 0.734728728710406176, -0.550599891894512306, -0.659938208494649237, 0.033588275162847070, 0.781124556617011301, 0.988579931577856952, 0.063100259675594628
0.384216350014374708, 0.717014500911790864, -1.041142634061836159, -0.768025579515907553, 0.032946763684036394, 0.793432248924703765, 0.993843089472593810, 0.068152780911747840
0.480835052965577936, 0.686611423844594837, -0.649607454664099304, -1.212633720649507474, 0.050186529638595545, 0.646686686794526233, 0.999106247367330669, 0.073609864204745523
0.114459341142073373, 1.513357249054866793, -0.830324599994361812, 1.441645386432706122, 0.048898321595899075, 0.658994379102218475, 1.004369405262067527, 0.079503903373472989
0.270236502491485897, 0.672811377378420117, -1.113386035121906259, 0.171686761528139720, 0.046497603416818231, 0.683609763717603069, 1.014895721051541244, 0.092745601383508222
0.332253584954993297, 0.670129860281689305, -0.695474872737378513, -0.386537112811615402, 0.045377609019311663, 0.695917456025295422, 0.920435887256527363, 0.100171864333282026
0.402927925257332786, 0.658770205481312821, -0.877186091333290063, -1.877846137811026495, 0.044306707387685648, 0.708225148332987664, 0.925699045151264222, 0.108192757977951401
0.136839220249449167, 1.213370521536174751, -0.494242710939991670, -2.193793326466893401, 0.043281870769359396, 0.720532840640679906, 0.930962203046000969, 0.116855895183597680
0.218555455255349251, 1.028622206354816937, -0.980518629388262064, 1.500580971779760464, 0.042300308630058341, 0.732840532948372370, 0.936225360940737827, 0.126212701241452563
0.282572068484736816, 0.974059763612162732, -0.601746415212379482, -2.580441470676147819, 0.041359445316112069, 0.745148225256064611, 0.941488518835474686, 0.136318719133821709
0.345204210995678162, 0.525574218044635000, -0.785005882063428917, -0.458000290221338147, 0.040456900157957623, 0.757455917563756853, 0.946751676730211544, 0.063543667485702518
0.419976685784808734, 0.548507810250310146, -0.349319219775170831, -0.185111317225237659, 0.039590469712608087, 0.769763609871449317, 0.952014834624948403, 0.068631692971574593
0.156243636171679162, 0.989205112065162373, -1.294894153938506820, -1.902621049553336441, 0.038758111884492991, 0.782071302179141559, 0.957277992519685261, 0.074127123386517002
0.232038149391266074, 0.877224165081475382, -0.768221103175431685, -1.625082610119354065, 0.037957931699423068, 0.794378994486833800, 0.962541150414422120, 0.080062580181953655
0.294857519486991737, 0.834754663240287242, -0.959711418577446795, 0.530005006967762871, 0.057697374314506798, 0.647633432356656269, 0.967804308309158867, 0.086473296852062648
0.438897244743005677, 0.790684689796171902, -1.084452502654685624, 0.229763542594193348, 0.044802478667508160, 0.672248816972040975, 0.978330624098632584, 0.100875775651980221
0.173632611680009485, 0.760154521677304351, -0.678441588423530084, -0.219424748153620008, 0.043733154477242450, 0.684556509279733216, 0.983593781993369443, 0.108953032406791758
0.245067376861830055, 0.729167482031527037, -0.859367601746831911, -1.702564494328498768, 0.042710756348364555, 0.696864201587425458, 0.988856939888106301, 0.117677045791343887
0.307175697046514096, 0.713904032890562479, -0.471167449566428975, -2.110558904082796339, 0.041732372728032603, 0.709171893895117922, 0.994120097782843049, 0.127099602464252448
0.189581885485357815, 1.127004681251367435, -0.907744056380952014, -0.849689826031335471, 0.039035515766540962, 0.746094970818194869, 1.009909571467053624, 0.069113970363790994
0.257765577892174580, 1.044208148597508101, -0.530211650799564005, -1.242638916846074748, 0.038208362267563939, 0.758402663125887111, 1.015172729361790482, 0.074648017367292901
0.319611007143864090, 0.573346208153607484, -1.017378384615115428, -1.390214052547219525, 0.037413713566005917, 0.770710355433579353, 0.920712895566776601, 0.080625182832601713
0.387227393334937775, 0.588643785342520598, -0.631953414371474342, -1.666974332603348596, 0.036649754398094293, 0.783018047741271817, 0.925976053461513460, 0.087080947840935105
0.486487333141123801, 0.573867010054741167, -0.813200965754201754, 0.593442823980459888, 0.035914799081659794, 0.795325740048964058, 0.931239211356250318, 0.094053634490604263
0.207342639630724940, 1.015155662836393136, -1.223446550478889172, 1.417643448362634118, 0.053143819399146364, 0.660887870226478769, 0.941765527145724035, 0.109718649311579167
0.272711649283539026, 0.949410781426789474, -0.745905782563798470, 1.208859382067498878, 0.051763532155666439, 0.673195562534171232, 0.947028685040460894, 0.118503966654151180
0.334815588717752244, 0.927742240823425934, -0.933170556954499020, -2.314365315824244540, 0.050447220743658025, 0.685503254841863474, 0.952291842935197641, 0.127992735974066824
0.406216242041924580, 0.519429567642950896, -0.557229866094215764, -2.283561332566891089, 0.049190750909714004, 0.697810947149555716, 0.957555000829934500, 0.138241283601398396
0.140919477749399030, 0.989566782786271193, -1.049398338608076298, 1.264428447711268610, 0.039690249254866784, 0.710118639457247958, 0.962818158724671358, 0.064439852529281111
0.221295006532625460, 0.860512692863323325, -0.655427699136757136, -2.808508340805821568, 0.038822778591261729, 0.722426331764940421, 0.968081316619408216, 0.069599636736709672
0.285030507709043812, 0.816065531175919734, -0.836077652063128118, -0.609000494631466216, 0.037990671430530649, 0.734734024072632663, 0.973344474514145075, 0.075172571688937512
0.347841281687585380, 0.791493326701411148, -0.438135036091295338, -0.856364031006190185, 0.037191873599737975, 0.747041716380325016, 0.978607632408881933, 0.081191738912452210
0.423589896774910935, 0.769822733606112752, -1.123660915638514668, -0.179013911423511529, 0.036424483640613479, 0.759349408688017369, 0.983870790303618681, 0.087692868815314323
0.159860336861285396, 1.360351632661081833, -0.701118963102432491, -0.786031360673064561, 0.035686739097611976, 0.771657100995709611, 0.989133948198355539, 0.094714552786607689
0.361319214774029451, 0.627568246520319395, -0.987654699173026063, -0.587894619912773253, 0.052125580765344126, 0.649526923480916785, 1.004923421882566004, 0.119336698319810919
0.442972416466731134, 0.615917470453531068, -0.607877901383154451, -1.000861095557157299, 0.050768947388765293, 0.661834615788609026, 1.010186579777302862, 0.128892145565402155
0.176923440828581940, 1.047691251485021402, -0.790618479045039901, -2.568690971558996949, 0.049475732780547205, 0.674142308096301268, 1.015449737672039721, 0.139212710108093274
0.247629960185080100, 0.948687280701323243, -0.360574641046514210, -2.981099314173161208, 0.048241792379437896, 0.686450000403993621, 0.920989903877025951, 0.060120100748408942
0.375400070711462031, 0.476541946526997995, -0.757059486894599787, -2.103912438085141723, 0.045936835786369951, 0.711065385019378216, 0.931516219666499667, 0.070133347704393556
0.465318893068012884, 0.505287798000782273, -0.946285390201905496, 0.074785863273972575, 0.044859112264163739, 0.723373077327070457, 0.936779377561236526, 0.075749017599584453
0.192634491427527865, 0.870678646854267324, -0.570267782033969328, 0.142884624320689824, 0.043827191526375327, 0.735680769634762921, 0.942042535455973273, 0.081814341609458038
0.260274869561869626, 0.812232349365160533, -1.066487789561290089, -1.971505212165604259, 0.042838339576891170, 0.747988461942455163, 0.947305693350710132, 0.088365324133600653
0.322119904597736262, 0.784188042408013652, -0.666984122420979042, -1.884917880239621368, 0.034649366364717743, 0.760296154250147405, 0.952568851245446990, 0.095440852491485664
0.390278135620669708, 0.763199534661538004, -0.847663013398615606, 0.241449881884027606, 0.033968111991811691, 0.772603846557839757, 0.957832009140183849, 0.103082927761681528
0.123856075541955768, 0.856465321583569583, -1.145353329153916855, 0.689747776533933599, 0.032680313464853131, 0.797219231173224352, 0.968358324929657566, 0.120251808049210873
0.210186948768137205, 0.764699016700335354, -0.712366870022562715, 0.214799518089263231, 0.049672690714494594, 0.650473669043046820, 0.973621482824394313, 0.129880529340978434
0.275182097379264579, 0.737648874778318420, -0.895375870344806701, -1.312917192752741435, 0.048407418291718581, 0.662781361350739173, 0.978884640719131172, 0.060542566873800031
0.337390734464970254, 0.720998299089048444, -0.516152641035829585, -1.716752001838285802, 0.047200554445334719, 0.675089053658431526, 0.984147798613868030, 0.065390290265014694
0.224011828573889321, 1.095781798449368294, -0.801879949703278805, -1.135470931885895984, 0.043894090469843050, 0.712012130581508362, 0.999937272298078605, 0.082389253951102540
0.287487612669105386, 0.578113965604881153, -0.381845415051084991, -1.679630474705949839, 0.042885973071276812, 0.724319822889200715, 1.005200430192815464, 0.088986270466705986
0.350496353055810672, 0.601766154247322715, -1.194665077801041031, -0.317127878359572568, 0.041920160787440881, 0.736627515196892957, 1.010463588087552322, 0.096111518818623648
0.427282335850889039, 0.599202784220741469, -0.734747490988670648, -1.018326440150599588, 0.040994150074650522, 0.748935207504585310, 1.015726745982289181, 0.103807295228524082
0.163402917314557056, 1.046896948103092306, -0.920333382532885991, 1.402879197779597131, 0.040105625884641415, 0.761242899812277662, 0.921266912187275300, 0.112119282632477668
0.237296884291466198, 0.931810218212795860, -0.543890074278810420, -2.736066931750418263, 0.039252444587690810, 0.773550592119970015, 0.926530070082012158, 0.121096821859657089
0.299776214348620396, 0.888452601787031004, -1.033061770012217329, 0.757786770736854853, 0.038432618692961197, 0.785858284427662257, 0.931793227976748906, 0.130793204524675216
0.364081683646466314, 0.869597990091794726, -0.643756438541726927, 1.943125087397654216, 0.037644303151613261, 0.798165976735354499, 0.937056385871485764, 0.060968001683955109
0.250180235894556402, 0.792374964029296858, -1.103445307376347273, 1.142364105934416951, 0.044937918095778011, 0.676035799220561673, 0.952845859555696340, 0.076817340208659435
0.378304688225353458, 0.745261735614080822, -0.871208654045844910, -0.760970072119257934, 0.042842381722872656, 0.700651183835946267, 0.963372175345169945, 0.089611580212183503
0.470277559030703007, 0.716610481412321310, -0.486691679927466980, -1.125058198722756586, 0.041862026275728603, 0.712958876143638620, 0.968635333239906804, 0.096786897942332598
0.195647294469351862, 1.200671692944217162, -0.973486681040284463, -1.229323184561613491, 0.040922977027551474, 0.725266568451330862, 0.973898491134643662, 0.104536752851791315
0.262775869661305228, 0.634297743110513124, -0.595564348128845844, -1.582164511220006675, 0.040022770753371149, 0.737574260759023215, 0.979161649029380521, 0.112907148892276391
0.324637820812310629, 0.644202649949908945, -0.779403192825627200, 0.898551337410110396, 0.039159131476748703, 0.749881953066715568, 0.984424806924117379, 0.121947773612753996
0.498715521059301115, 0.611638759322269410, -1.323337336716783774, 0.988104252459251486, 0.037533285198655821, 0.774497337682100051, 0.994951122713590985, 0.061396426039929564
0.100232948033415897, 1.462109369635000489, -0.775206707047464638, -0.176541736702913843, 0.036767317073172268, 0.786805029989792515, 1.000214280608327844, 0.066312519063721570
0.196364693105608751, 1.120522086241583226, -0.968277401691754691, -1.661980622473357094, 0.036030367678188381, 0.799112722297484757, 1.005477438503064702, 0.071622250156981287
0.263374959065088454, 1.047945809391783278, -0.590892802407819717, -1.882698398925493732, 0.056752346038025030, 0.640132294441317251, 1.010740596397801561, 0.077357138440478895
0.325243548936036964, 0.582174622105101069, -1.096191245331631370, 1.818763043363465837, 0.055211766959889476, 0.652439986749009493, 1.016003754292538419, 0.083551226812665635
0.394119741214430719, 0.592880432524511392, -0.685558953179243646, -2.349292551974296650, 0.053745316621636771, 0.664747679056701957, 0.921543920497524538, 0.090241284031890023
0.124940409299495431, 1.147049654833061316, -0.866751121651455847, -0.219530623594780816, 0.052348037819161738, 0.677055371364394198, 0.926807078392261396, 0.097467022979604745
0.210865295729280255, 0.950145500059379144, -0.480938601568098201, -0.083942169055676974, 0.042207987573198387, 0.689363063672086440, 0.932070236286998255, 0.105271336400196813
0.275774382101643178, 0.890164939647794751, -1.184683228650330378, -1.261512528869361383, 0.041242074371525113, 0.701670755979778793, 0.937333394181735113, 0.113700551516817627
0.338010824609792815, 0.863090454149273656, -0.730559393804423141, -1.535179574304238459, 0.040317104848496911, 0.713978448287471146, 0.942596552076471972, 0.122804705034639708
0.410373079704077548, 0.850686681054074745, -0.915584837011955810, 0.623225352773396191, 0.039430615554605045, 0.726286140595163388, 0.947859709971208719, 0.132637840163987386
0.224660623996882108, 0.716067187004260752, -1.027108714468062622, 0.219604564985237755, 0.037764152504239673, 0.750901525210548093, 0.958386025760682436, 0.066778499536891564
0.288077192714679575, 0.704152570857237814, -0.639346692158416774, -0.007325186489793634, 0.036980129805721254, 0.763209217518240335, 0.963649183655419295, 0.072125542302851647
0.351136368927822073, 0.692863488820016582, -0.820312968770204876, -1.579182331881794576, 0.036226459832590811, 0.775516909825932577, 0.968912341550156153, 0.077900729854023826
