# Omega_m, sigma_8, w0, wa, Omega_b, little_h, n_s, m_nu
0.476733690608926231, 0.740468559652621705, -0.927764912670432373, 1.209383347427392952, 0.034953340733860007, 0.773967460571318489, 0.951063660429014468, 0.110972126989193245
0.166842250927028646, 0.901341980219832029, -0.914665604792541220, -1.701958397647586496, 0.047584514145158185, 0.665191166911645260, 1.019738123255238493, 0.074069115462242013
0.176466757723988538, 1.167944352727400936, -1.015132904899999744, -2.990601169351210231, 0.044856071912729792, 0.687169852524339486, 0.990992272832441179, 0.130095268456380253
0.150185225208948114, 1.122989411978214891, -0.466655153888434704, -0.756724629433324747, 0.045255590475836445, 0.720870565396879326, 0.984314686089510005, 0.139697358606046734
0.429499156521329750, 0.598202350320925280, -0.647711440491809953, 0.029824800471094148, 0.050759032870405958, 0.673437816546410661, 0.924251424942385880, 0.077787246479210578
0.194588261928526601, 0.747968359507807934, -1.017898819804638366, -0.214273289286531887, 0.037717540333754435, 0.784321660803604548, 0.961359604309424354, 0.089015766147145320
0.406773606103670970, 0.665279350972558747, -0.400117624386796322, -1.339674702917834637, 0.045791335038891517, 0.675108301253219190, 0.981566051728585354, 0.097524734103849417
0.135649518774581451, 1.078879698809946275, -0.480063732718217340, 0.049962149108547127, 0.038526834680242657, 0.746476888854073373, 0.935470229665170461, 0.081879353737743577
0.109962811575618741, 1.299305900976756689, -0.767289322806945395, -2.625000125741715706, 0.053329907635684168, 0.663438803449320158, 0.929860698125511531, 0.096888672575956153
0.262989427392319786, 0.909035549259172959, -0.958371646446999792, -0.076737871298737506, 0.035362576189312128, 0.795386651682577939, 0.973823981498029290, 0.090910893601641424
0.299155096019470934, 0.993354271572562064, -0.483978487421405701, -2.447468400369833486, 0.047479592247445586, 0.702297910167503647, 0.965043368998500739, 0.075117175676316650
0.477720451690778813, 0.461911263761219548, -0.810951707217494322, -2.735794024151395831, 0.034920443684473716, 0.770920411310506370, 0.975575671341254558, 0.081888733904632638
0.312958224070911728, 0.654783388633527919, -0.797812745302612925, -1.167506809751225783, 0.051484749148693082, 0.659284503765926733, 0.965321657041884107, 0.097123356685166529
0.321533908665376789, 0.946402474299819052, -0.599455809659706573, -1.804826654184201962, 0.047080479275180581, 0.703035069346807595, 1.016189469127492417, 0.099551735884783041
0.401924493562700158, 0.756931673011310924, -0.512268972777956355, -2.797633405015099939, 0.039156028042702559, 0.745718614279013536, 0.935288492349323874, 0.133797207992529921
0.149001512091093302, 0.850728519864946353, -0.460657034513819341, -1.649101163525325653, 0.042518382880593543, 0.743000125163202130, 0.924388249648445348, 0.063097458525992134
0.405269251783930362, 0.635663708924346205, -0.419450070227791239, -1.831519795081802737, 0.040136174044789266, 0.724848344829960523, 0.932256060015591137, 0.099548593186219642
0.391111393442914457, 0.689127038356007304, -0.716111526986063840, -0.639882651365533128, 0.041439864867734134, 0.747967199851686360, 1.015731259044655665, 0.124223450308846184
0.301673303349075106, 0.982370901743361835, -0.392831765525720189, -1.629878970503306990, 0.036337171503266409, 0.788269292948019951, 0.964548722633295164, 0.081889854935039738
0.341105886803882097, 0.750702905667202214, -0.802504887880997497, 0.321087509129558191, 0.047193668653754545, 0.667956303098197979, 0.986705795758689108, 0.109172512807228089
0.156998675285496825, 1.242453377446671503, -0.542549318256974500, 0.257718439101581875, 0.032381987773236059, 0.790665633658381495, 0.942254052721110069, 0.114266433778604959
0.116056276697645427, 1.564761185837903135, -1.166654814583804489, 1.698440820349789604, 0.039786983095086680, 0.737568721297296448, 0.939442329819785482, 0.064219878251950552
0.406888334660424622, 0.563003488376758954, -0.395536319194256469, -1.180741311328871168, 0.036442504090527121, 0.784578628585811066, 0.987142642609586951, 0.088990228182751777
0.239305155527653163, 1.111589610671870343, -0.743606300346089988, -1.672227530567675702, 0.042508534676973853, 0.752581950278869538, 1.012842063288059036, 0.107497847928509221
0.160949015294539116, 1.241191422573697745, -0.560044031893073058, -0.781024113532409192, 0.032268031834047223, 0.789475524908745840, 0.926844413425489289, 0.060121691998710494
0.474868158536117746, 0.580445844135262567, -0.395560277729786192, -1.555771537593351184, 0.051931815666072641, 0.672562037009475699, 1.017609129957694813, 0.070125695112593173
0.198335006900614508, 0.763393334448376648, -0.736530593065299888, -0.651522579655214540, 0.036715037766475264, 0.741624295917108212, 0.969279737711478906, 0.138985241293921175
0.148780024810097167, 1.322955134385335407, -0.826648706510329623, -2.506207216332057897, 0.035226988124126224, 0.785010434153481040, 0.940541625756164290, 0.082391079177754817
0.292201256264391807, 0.731517704043294748, -0.604729809242468441, -0.251260547665236977, 0.045865150986851247, 0.695040538408158270, 0.935146130208510895, 0.099362415874422905
0.239199758547073649, 0.602274707821380484, -0.604034955662906325, -1.137997869327717071, 0.046379835473699997, 0.675154485230217594, 0.987299640438684012, 0.090680027186953630
0.342709624850577599, 0.807300958025985338, -0.901107555054630804, -0.192525983093054465, 0.050509542444931485, 0.657287132341833780, 0.930619609489867883, 0.103696649176705125
0.336015521804170436, 0.627342542094447952, -0.465385189197636662, -2.940494815857698896, 0.034750073069189813, 0.778186141841811119, 0.947597408834310428, 0.065902381407256211
0.428650348476921850, 0.672634954528294360, -0.713254164696341397, -0.425597606986243715, 0.037796316487268604, 0.751904116918175824, 0.950197798997332033, 0.083747981235914315
0.279495176779895882, 0.749176015669825612, -1.033151301290640145, -1.434382301679353322, 0.047000183358496969, 0.691653277283718060, 0.971919234716149716, 0.128928306816263466
0.345250114890430893, 0.897992148935357615, -0.501285010846662882, -0.503322340445315319, 0.051421262514999566, 0.658793832957963343, 0.970968571224157251, 0.112145011053272112
0.202090518830643773, 0.657568196701172281, -0.784434737690315687, -0.862815506166228596, 0.049950345791646637, 0.656859417278698010, 0.960364361266172084, 0.136832997640277232
0.181388801584160320, 0.994177450759714421, -0.696096806006253344, -1.686413243113030980, 0.048945062289032344, 0.689755746593704533, 0.930769079032272018, 0.134324057479559944
0.443839713301293459, 0.635494082583572872, -1.098310029581329950, 0.191265030632581490, 0.043886008980027390, 0.724343047711630605, 0.935094969808599075, 0.129789983422449601
0.347140410081062945, 0.867247872728142077, -1.250839761499720204, 1.721138406343206473, 0.051335797816505373, 0.651986635145323956, 0.991323995178605255, 0.061152432417505266
0.376476768199218881, 0.643818611896449178, -1.210985969504127846, -0.530215053054372110, 0.038802950596303787, 0.778854527990706313, 0.948190288304499029, 0.139420787659887468
0.406793298139631943, 0.735155771347618892, -0.511985868680020051, -2.774547674337773273, 0.051226792685143671, 0.654524643126977890, 1.000739880814493610, 0.063677630524735171
0.266032044279337632, 0.653369817728128410, -0.713043802859488762, -0.783395418780628905, 0.043802834590168864, 0.710318425221239558, 0.923546607075696802, 0.063366643540536685
0.227448692252257501, 1.074195837080915483, -0.984653089812408289, -0.415328000986289914, 0.035212229824477186, 0.797190368137812189, 1.003742783180293419, 0.136151465178037306
0.378672150237080563, 0.759054621697641818, -1.304189568232720031, -0.097044642853444607, 0.052195437275976392, 0.674613356103334061, 0.988276542274967085, 0.096327708352210814
0.257024388999022801, 0.581720026168571103, -0.874443830730506022, -1.716751928076563516, 0.033114471566939120, 0.785137284443181649, 0.927735437787590822, 0.076767086081118194
0.201969596226216408, 0.724545782155359031, -0.350441598589941394, -1.696462003341770108, 0.040411052547799829, 0.721134810370346324, 0.970647508103277712, 0.066857145604131682
0.280186104961514970, 0.788259833979982671, -0.774625093003203813, 0.272456225429551058, 0.048015652978828517, 0.666625687353131435, 1.005124015386400060, 0.115845098654071291
0.276592141440306305, 0.936351899152773171, -0.798523905719311311, -2.644073512706423656, 0.040451805419931049, 0.725727060938696433, 1.016630657730770881, 0.119424629325905918
0.257061550484220414, 0.962760598591985706, -0.638415500854948803, 0.682448315594433197, 0.044193016045188147, 0.719187322325823719, 0.985705424151005483, 0.115137763487007924
0.385225532466344500, 0.805937046926158751, -0.413671845741906796, -1.311281345342514726, 0.043035455440964140, 0.741103371725099103, 0.992478085747687810, 0.105676117804876568
0.372113117443932606, 0.517502115973969889, -0.901857582529150825, -2.298843992022364446, 0.033383932550777248, 0.778017832152362976, 0.967053703699878531, 0.107720861773709473
0.150631590774017415, 1.309363376438712478, -0.920263105729761222, -0.113203101940131445, 0.040487493824864461, 0.713244353358953198, 0.999839143772698780, 0.065141018467261655
0.327597760307548336, 0.807243679680610726, -0.604574984604978827, -2.153201982287602068, 0.047723097131084302, 0.690051076206907199, 1.019331829356099339, 0.123079555292878728
0.421327881839860363, 0.693420117149228021, -1.104874725821377801, -0.082862583869169670, 0.032145895011418117, 0.790334222773799278, 0.944869954912713639, 0.091659630281425875
0.260490533645607925, 0.814496746901502533, -1.069944488786764847, 0.901105274206530860, 0.042976982688683794, 0.704770414499886422, 0.923671241999707959, 0.136688716231690682
0.295690153621510188, 0.875804720742575205, -0.742346958938622903, 0.422102666694953665, 0.036998341543620007, 0.749888234479513804, 0.928239951517774942, 0.072872451945025465
0.361156953261810520, 0.766513433853079351, -0.450836700184347627, -2.902451202863351565, 0.052214498077319954, 0.661131483955021415, 0.971780685239736153, 0.086878244098454738
0.447732591254681012, 0.788250396621114735, -0.579122597436947162, -0.691836170994369226, 0.043874892891144435, 0.676886492141122176, 0.922484972081297316, 0.089589162540671341
0.225437372001213970, 0.802369719145118343, -0.661071143890658242, -2.728054910610477446, 0.046283994612032517, 0.681689932727596926, 0.969424915759999339, 0.076750861842794893
0.294442465061198422, 0.850742469588348982, -1.134988686729478946, 0.156897266852409345, 0.038966169235310821, 0.781075063411380333, 0.987645235520462794, 0.087480127729290716
0.347135635148269728, 0.810274560210263561, -0.527785755387168654, -1.567387041310292384, 0.037854579146601883, 0.790152428645269689, 0.923782576135362299, 0.075288748187413948
