# Omega_m, sigma_8, w, Omega_b, little_h, n_s
0.331212758034485799, 0.724896938582175299, -0.796270347251609056, 0.043799382126285050, 0.709402636817796584, 0.962001385007276277
0.134053503810898728, 1.311069821562016235, -0.355364120203318645, 0.041157940934109107, 0.737283141817254961, 0.962269441572578654
0.309759671584809049, 0.575039544674465497, -0.652442144736176344, 0.046764104578176355, 0.694002677238636512, 0.962532816772339594
0.271560335221935290, 0.741457436020935834, -0.909085098800132108, 0.044106659365007260, 0.713472391638370063, 0.962792117004220849
0.370450397194416248, 0.478435661517410904, -0.935276853673836062, 0.043005814276134924, 0.721550679257361161, 0.963047893389709420
0.230521248569113379, 0.755285176836780536, -0.693665188929796894, 0.047728887495541696, 0.684116866703756155, 0.963300651681611053
0.295329596498889513, 0.838843822777958548, -0.473349896041853180, 0.040506456282100915, 0.743673758909161986, 0.963550860522017771
0.256030142004172845, 1.035594793106743294, -0.826190468967562652, 0.044711839472650991, 0.708419687904845663, 0.963798958431956065
0.325453226344290691, 0.663576177548037327, -0.882318787011986183, 0.041547698980898398, 0.730704574505813054, 0.964045359826417259
0.285929052733870703, 0.581228997921404589, -0.605074439329996494, 0.048665137429040432, 0.677136492045612215, 0.964290460285503803
0.351565679290204269, 0.917147898090400426, -0.764609100834076072, 0.041568297275423174, 0.734824725328168893, 0.964534641267085213
0.212532173748829850, 1.023495818443453498, -0.986640564734537429, 0.046078319242283033, 0.695980312095154208, 0.964778274413968906
0.321341227582547628, 0.606981485578046653, -0.993013988973710293, 0.044218106241908368, 0.711405712552012681, 0.965021725586031054
0.282390414859806593, 0.767038946402749944, -0.772714230989254958, 0.045746301584339864, 0.698876399324956044, 0.965265358732914747
0.345880723928342904, 0.745287307376012675, -0.617644543777781552, 0.045301350611649235, 0.704570432223040499, 0.965509539714496157
0.203592173001276300, 1.115769183509356610, -0.889075013312918161, 0.046558255714667679, 0.690927608361629919, 0.965754640173582701
0.362518525678308667, 0.651403816391006307, -0.833447694263603656, 0.049329795702207753, 0.669575274671831089, 0.966001041568043894
0.224462516643333859, 0.689745021273802439, -0.494465320724868374, 0.047369296716149249, 0.682849320742638821, 0.966249139477982188
0.291801458512517542, 0.900183799611116497, -0.703256226585488697, 0.043234326073401892, 0.717881866303853089, 0.966499348318388907
0.251810327769419029, 0.842818929013896101, -0.941756604546132303, 0.044490744129388485, 0.707446653525486413, 0.966752106610290540
0.339000708095346992, 0.880049158949671173, -0.915679474101036339, 0.046587963778779932, 0.691970050560027916, 0.967007882995779111
0.187441296149054110, 1.030319710676756984, -0.663230800666723352, 0.043362102706880491, 0.715622692052043319, 0.967267183227660365
0.316075297439029790, 0.626860813210965429, -0.392486305129760238, 0.044960782434224272, 0.703620839516890917, 0.967530558427421306
0.277628447311073001, 0.527605512728119286, -0.803896017999389589, 0.043359372080188155, 0.714535659225622788, 0.967798614992723683
0.306077152922284101, 0.834723038248033289, -0.861743394453863942, 0.045641394507267979, 0.700779160483109065, 0.968072026658017282
0.267830876742367052, 1.026489227687212402, -0.563495472812370224, 0.051797742479135440, 0.656059478311043831, 0.968351549384811050
0.413543560271109834, 0.464553834721105841, -0.739401880697163172, 0.049398304981607376, 0.673695425494186928, 0.968638040005746603
0.245868208871007299, 0.743482204461382246, -0.967481553947635908, 0.043051974428929496, 0.722872274814846394, 0.968932479906705058
0.398441205272944965, 0.712861220121652650, -0.980262252294332947, 0.044829639136535197, 0.710397322761363470, 0.969236005564327652
0.242730413188332550, 1.049329024179855407, -0.756362341826240514, 0.047195199885179027, 0.686518133696146893, 0.969549948561891251
0.303656211358096229, 0.514255614040668885, -0.591916122207529982, 0.053946939804893262, 0.648648076888005076, 0.969875888951892806
0.265297017864385865, 0.692207286781322262, -0.875513861255611703, 0.041888246924931462, 0.727263507954387656, 0.970215727809531914
0.313518236327052946, 0.957583322871174536, -0.818849899871880504, 0.048711295444148622, 0.680143046475198076, 0.970571788049234718
0.275219819043491909, 0.887886440515265551, -0.449880781312358979, 0.045500794142237823, 0.702673377279009470, 0.970946958029463514
0.335793337525848001, 0.643057199666230428, -0.683813577839420539, 0.048470079284634662, 0.678684052107641933, 0.971344902045413905
0.175419273032457634, 0.724962198226816401, -0.928772549887393772, 0.038816127109249816, 0.755751923111994683, 0.971770379392089323
0.298876275680834802, 0.752595460066019739, -0.954652852377539052, 0.044197316576499862, 0.712429949439972066, 0.972229747730066207
0.260088159300134181, 0.682905740302886533, -0.721738209661569652, 0.046986129759659392, 0.689864340774377194, 0.972731796763690038
0.380108999324279329, 0.823786732537048372, -0.531489807412333093, 0.045479262933152576, 0.699829567776959482, 0.973289215084386261
0.236027132895075098, 0.910173994505011685, -0.847732748860299701, 0.042046052306820063, 0.732656987414350480, 0.973921379324437009
0.357865143214442183, 0.553633741410627933, -0.902454945282087029, 0.048084691199023158, 0.685337756138725607, 0.974660237174516775
0.220020995507404282, 0.844387556131362960, -0.641276542409135342, 0.042489561542824121, 0.724256953524801905, 0.975564680862355926
0.329739017529570078, 0.743200869340781889, -0.788536524666052951, 0.050218868478925878, 0.667116858182744910, 0.976764705577160108
0.289453574788003376, 0.911665306084548210, -1.005755506353078976, 0.046944167476806117, 0.692994287447987301, 0.978670494514512934
